sample	samples	HGS	HGS	ENSG00000185359.12
TCGA-CV-6938-11	TCGA-CV-6938-11			5.465
TCGA-44-5645-11	TCGA-44-5645-11			5.464
TCGA-FR-A3R1-01	TCGA-FR-A3R1-01			5.46
TCGA-AJ-A3NC-11	TCGA-AJ-A3NC-11			5.457
TCGA-06-0675-11	TCGA-06-0675-11			5.454
TCGA-BH-A0BQ-11	TCGA-BH-A0BQ-11			5.454
TCGA-25-1326-01	TCGA-25-1326-01			5.453
TCGA-91-6836-11	TCGA-91-6836-11			5.453
TCGA-AA-3660-11	TCGA-AA-3660-11			5.453
TCGA-ET-A3DW-11	TCGA-ET-A3DW-11			5.453
TCGA-AA-3662-11	TCGA-AA-3662-11			5.452
TCGA-HC-7740-11	TCGA-HC-7740-11			5.45
TCGA-A3-3329-01	TCGA-A3-3329-01			5.449
TCGA-BH-A18U-11	TCGA-BH-A18U-11			5.448
TCGA-CV-6961-11	TCGA-CV-6961-11			5.448
TCGA-CV-7101-11	TCGA-CV-7101-11			5.447
TCGA-E2-A1LH-11	TCGA-E2-A1LH-11			5.445
TCGA-BH-A0BM-11	TCGA-BH-A0BM-11			5.444
TCGA-2G-AAGY-05	TCGA-2G-AAGY-05			5.443
TCGA-44-2662-11	TCGA-44-2662-11			5.44
TCGA-55-6978-11	TCGA-55-6978-11			5.438
TCGA-CW-5590-01	TCGA-CW-5590-01			5.436
TCGA-XR-A8TC-01	TCGA-XR-A8TC-01			5.433
TCGA-ET-A2MX-11	TCGA-ET-A2MX-11			5.432
TCGA-A6-2684-11	TCGA-A6-2684-11			5.431
TCGA-44-2661-11	TCGA-44-2661-11			5.43
TCGA-BH-A0DZ-11	TCGA-BH-A0DZ-11			5.426
TCGA-KS-A41L-11	TCGA-KS-A41L-11			5.425
TCGA-KL-8326-11	TCGA-KL-8326-11			5.424
TCGA-AA-3511-11	TCGA-AA-3511-11			5.423
TCGA-CV-7177-11	TCGA-CV-7177-11			5.422
TCGA-BH-A0B1-01	TCGA-BH-A0B1-01			5.421
TCGA-BG-A2AD-11	TCGA-BG-A2AD-11			5.42
TCGA-AX-A0J0-11	TCGA-AX-A0J0-11			5.418
TCGA-55-6982-11	TCGA-55-6982-11			5.417
TCGA-49-6761-11	TCGA-49-6761-11			5.416
TCGA-BF-A3DN-01	TCGA-BF-A3DN-01			5.414
TCGA-AA-3534-11	TCGA-AA-3534-11			5.412
TCGA-BH-A208-11	TCGA-BH-A208-11			5.412
TCGA-CV-6955-11	TCGA-CV-6955-11			5.412
TCGA-50-5933-11	TCGA-50-5933-11			5.41
TCGA-44-6144-11	TCGA-44-6144-11			5.409
TCGA-BQ-5875-11	TCGA-BQ-5875-11			5.408
TCGA-SR-A6MX-06	TCGA-SR-A6MX-06			5.408
TCGA-56-7222-11	TCGA-56-7222-11			5.407
TCGA-A6-2685-11	TCGA-A6-2685-11			5.407
TCGA-2G-AAGI-05	TCGA-2G-AAGI-05			5.404
TCGA-CZ-5456-11	TCGA-CZ-5456-11			5.403
TCGA-GD-A3OQ-11	TCGA-GD-A3OQ-11			5.403
TCGA-A3-3328-01	TCGA-A3-3328-01			5.402
TCGA-43-6143-11	TCGA-43-6143-11			5.401
TCGA-CH-5768-11	TCGA-CH-5768-11			5.399
TCGA-H6-8124-11	TCGA-H6-8124-11			5.398
TCGA-BH-A0DV-11	TCGA-BH-A0DV-11			5.397
TCGA-CD-5813-01	TCGA-CD-5813-01			5.395
TCGA-EJ-7115-11	TCGA-EJ-7115-11			5.395
TCGA-EJ-7792-11	TCGA-EJ-7792-11			5.394
TCGA-AA-3663-11	TCGA-AA-3663-11			5.393
TCGA-BH-A0H9-11	TCGA-BH-A0H9-11			5.393
TCGA-E9-A1N6-11	TCGA-E9-A1N6-11			5.393
TCGA-BH-A0HK-11	TCGA-BH-A0HK-11			5.388
TCGA-GL-6846-11	TCGA-GL-6846-11			5.388
TCGA-56-7582-11	TCGA-56-7582-11			5.387
TCGA-EM-A2CS-01	TCGA-EM-A2CS-01			5.385
TCGA-EL-A3ZK-11	TCGA-EL-A3ZK-11			5.383
TCGA-EJ-A8FO-11	TCGA-EJ-A8FO-11			5.382
TCGA-77-7138-11	TCGA-77-7138-11			5.379
TCGA-BH-A1FC-11	TCGA-BH-A1FC-11			5.379
TCGA-22-5491-11	TCGA-22-5491-11			5.377
TCGA-KS-A41I-11	TCGA-KS-A41I-11			5.377
TCGA-EM-A1CS-11	TCGA-EM-A1CS-11			5.375
TCGA-GL-7966-11	TCGA-GL-7966-11			5.373
TCGA-UZ-A9PS-05	TCGA-UZ-A9PS-05			5.373
TCGA-22-5489-11	TCGA-22-5489-11			5.37
TCGA-BJ-A2N9-11	TCGA-BJ-A2N9-11			5.368
TCGA-AB-2833-03	TCGA-AB-2833-03			5.367
TCGA-BH-A0BT-11	TCGA-BH-A0BT-11			5.366
TCGA-91-6828-11	TCGA-91-6828-11			5.362
TCGA-EJ-7328-11	TCGA-EJ-7328-11			5.362
TCGA-HC-7745-11	TCGA-HC-7745-11			5.362
TCGA-90-7767-11	TCGA-90-7767-11			5.359
TCGA-43-7658-11	TCGA-43-7658-11			5.358
TCGA-55-6985-11	TCGA-55-6985-11			5.358
TCGA-77-8007-11	TCGA-77-8007-11			5.357
TCGA-KO-8403-11	TCGA-KO-8403-11			5.357
TCGA-A6-2680-11	TCGA-A6-2680-11			5.352
TCGA-EB-A5SE-01	TCGA-EB-A5SE-01			5.351
TCGA-BH-A0B7-11	TCGA-BH-A0B7-11			5.348
TCGA-CV-7250-11	TCGA-CV-7250-11			5.348
TCGA-EL-A3T6-11	TCGA-EL-A3T6-11			5.348
TCGA-GE-A2C6-11	TCGA-GE-A2C6-11			5.348
TCGA-EJ-7317-11	TCGA-EJ-7317-11			5.347
TCGA-KN-8424-11	TCGA-KN-8424-11			5.343
TCGA-BH-A18K-11	TCGA-BH-A18K-11			5.342
TCGA-BH-A1FH-11	TCGA-BH-A1FH-11			5.342
TCGA-EM-A2P1-06	TCGA-EM-A2P1-06			5.341
TCGA-EL-A3TA-11	TCGA-EL-A3TA-11			5.339
TCGA-BH-A18S-11	TCGA-BH-A18S-11			5.337
TCGA-AA-3517-11	TCGA-AA-3517-11			5.333
TCGA-CH-5767-11	TCGA-CH-5767-11			5.333
TCGA-DV-A4W0-05	TCGA-DV-A4W0-05			5.333
TCGA-AC-A6IX-06	TCGA-AC-A6IX-06			5.331
TCGA-BH-A18V-06	TCGA-BH-A18V-06			5.33
TCGA-HM-A3JJ-11	TCGA-HM-A3JJ-11			5.329
TCGA-13-0913-02	TCGA-13-0913-02			5.327
TCGA-EJ-7794-11	TCGA-EJ-7794-11			5.327
TCGA-BH-A0C3-11	TCGA-BH-A0C3-11			5.325
TCGA-50-5931-11	TCGA-50-5931-11			5.322
TCGA-BQ-7059-11	TCGA-BQ-7059-11			5.322
TCGA-BH-A1FM-11	TCGA-BH-A1FM-11			5.321
TCGA-IN-AB1X-11	TCGA-IN-AB1X-11			5.321
TCGA-44-2655-11	TCGA-44-2655-11			5.32
TCGA-H7-A6C5-11	TCGA-H7-A6C5-11			5.319
TCGA-IN-8462-11	TCGA-IN-8462-11			5.318
TCGA-AA-3697-11	TCGA-AA-3697-11			5.317
TCGA-BJ-A28X-11	TCGA-BJ-A28X-11			5.317
TCGA-55-6983-11	TCGA-55-6983-11			5.314
TCGA-F4-6704-11	TCGA-F4-6704-11			5.314
TCGA-B0-4712-11	TCGA-B0-4712-11			5.31
TCGA-BJ-A2NA-11	TCGA-BJ-A2NA-11			5.31
TCGA-HC-7747-11	TCGA-HC-7747-11			5.31
TCGA-FP-A4BE-01	TCGA-FP-A4BE-01			5.309
TCGA-13-1489-02	TCGA-13-1489-02			5.304
TCGA-E2-A1L7-11	TCGA-E2-A1L7-11			5.304
TCGA-06-0171-02	TCGA-06-0171-02			5.301
TCGA-HC-8258-11	TCGA-HC-8258-11			5.301
TCGA-22-5471-11	TCGA-22-5471-11			5.3
TCGA-44-6148-11	TCGA-44-6148-11			5.3
TCGA-CJ-5689-11	TCGA-CJ-5689-11			5.3
TCGA-BQ-7061-11	TCGA-BQ-7061-11			5.298
TCGA-EJ-7789-11	TCGA-EJ-7789-11			5.298
TCGA-A6-2678-11	TCGA-A6-2678-11			5.297
TCGA-55-6975-11	TCGA-55-6975-11			5.296
TCGA-EJ-7327-11	TCGA-EJ-7327-11			5.292
TCGA-AZ-6603-11	TCGA-AZ-6603-11			5.291
TCGA-E9-A1NA-11	TCGA-E9-A1NA-11			5.291
TCGA-43-6647-11	TCGA-43-6647-11			5.285
TCGA-ET-A2N5-11	TCGA-ET-A2N5-11			5.282
TCGA-EJ-7793-11	TCGA-EJ-7793-11			5.281
TCGA-56-7823-11	TCGA-56-7823-11			5.28
TCGA-E9-A1N9-11	TCGA-E9-A1N9-11			5.279
TCGA-IN-7806-11	TCGA-IN-7806-11			5.279
TCGA-55-7816-01	TCGA-55-7816-01			5.278
TCGA-A6-5662-11	TCGA-A6-5662-11			5.277
TCGA-BH-A0BW-11	TCGA-BH-A0BW-11			5.277
TCGA-AA-3516-11	TCGA-AA-3516-11			5.276
TCGA-38-4626-11	TCGA-38-4626-11			5.275
TCGA-50-6595-11	TCGA-50-6595-11			5.275
TCGA-AA-3655-11	TCGA-AA-3655-11			5.275
TCGA-AX-A2HC-11	TCGA-AX-A2HC-11			5.275
TCGA-EM-A1CT-11	TCGA-EM-A1CT-11			5.275
TCGA-55-6979-11	TCGA-55-6979-11			5.271
TCGA-50-5932-11	TCGA-50-5932-11			5.27
TCGA-55-6971-11	TCGA-55-6971-11			5.27
TCGA-AF-2691-11	TCGA-AF-2691-11			5.27
TCGA-77-7337-11	TCGA-77-7337-11			5.269
TCGA-DZ-6134-11	TCGA-DZ-6134-11			5.268
TCGA-AF-2689-11	TCGA-AF-2689-11			5.266
TCGA-28-2499-01	TCGA-28-2499-01			5.265
TCGA-56-7580-11	TCGA-56-7580-11			5.265
TCGA-KN-8425-11	TCGA-KN-8425-11			5.265
TCGA-EJ-7797-11	TCGA-EJ-7797-11			5.261
TCGA-AX-A05Y-11	TCGA-AX-A05Y-11			5.257
TCGA-AH-6643-11	TCGA-AH-6643-11			5.251
TCGA-BR-7716-11	TCGA-BR-7716-11			5.25
TCGA-KN-8422-11	TCGA-KN-8422-11			5.248
TCGA-AA-3518-11	TCGA-AA-3518-11			5.246
TCGA-AA-3525-11	TCGA-AA-3525-11			5.246
TCGA-CZ-5469-11	TCGA-CZ-5469-11			5.246
TCGA-IP-7968-11	TCGA-IP-7968-11			5.246
TCGA-43-6773-11	TCGA-43-6773-11			5.245
TCGA-BH-A1FB-11	TCGA-BH-A1FB-11			5.243
TCGA-DD-A3A4-11	TCGA-DD-A3A4-11			5.242
TCGA-BH-A18J-11	TCGA-BH-A18J-11			5.24
TCGA-CV-6959-11	TCGA-CV-6959-11			5.24
TCGA-EL-A3ZM-11	TCGA-EL-A3ZM-11			5.238
TCGA-KL-8329-11	TCGA-KL-8329-11			5.233
TCGA-AA-3531-11	TCGA-AA-3531-11			5.232
TCGA-BH-A18L-11	TCGA-BH-A18L-11			5.229
TCGA-BH-A0B3-11	TCGA-BH-A0B3-11			5.228
TCGA-EJ-7784-11	TCGA-EJ-7784-11			5.227
TCGA-KN-8433-11	TCGA-KN-8433-11			5.227
TCGA-A7-A13F-11	TCGA-A7-A13F-11			5.22
TCGA-BH-A0BA-11	TCGA-BH-A0BA-11			5.22
TCGA-BH-A18N-11	TCGA-BH-A18N-11			5.219
TCGA-FX-A2QS-11	TCGA-FX-A2QS-11			5.219
TCGA-DZ-6133-11	TCGA-DZ-6133-11			5.218
TCGA-EL-A3MX-11	TCGA-EL-A3MX-11			5.218
TCGA-P7-A5NY-05	TCGA-P7-A5NY-05			5.218
TCGA-BH-A1FU-11	TCGA-BH-A1FU-11			5.217
TCGA-DZ-6131-11	TCGA-DZ-6131-11			5.217
TCGA-IN-AB1V-11	TCGA-IN-AB1V-11			5.217
TCGA-BH-A0AZ-11	TCGA-BH-A0AZ-11			5.216
TCGA-BH-A0H5-11	TCGA-BH-A0H5-11			5.215
TCGA-BH-A18M-11	TCGA-BH-A18M-11			5.213
TCGA-KN-8435-11	TCGA-KN-8435-11			5.213
TCGA-E2-A1LB-11	TCGA-E2-A1LB-11			5.211
TCGA-BH-A0C0-11	TCGA-BH-A0C0-11			5.21
TCGA-CW-5580-11	TCGA-CW-5580-11			5.21
TCGA-CZ-5467-11	TCGA-CZ-5467-11			5.206
TCGA-22-5483-11	TCGA-22-5483-11			5.205
TCGA-BK-A4ZD-11	TCGA-BK-A4ZD-11			5.205
TCGA-44-6776-11	TCGA-44-6776-11			5.202
TCGA-AA-3520-11	TCGA-AA-3520-11			5.202
TCGA-E9-A1N5-11	TCGA-E9-A1N5-11			5.201
TCGA-AA-3514-11	TCGA-AA-3514-11			5.2
TCGA-BQ-5890-11	TCGA-BQ-5890-11			5.199
TCGA-V5-A7RE-11	TCGA-V5-A7RE-11			5.198
TCGA-A6-5659-11	TCGA-A6-5659-11			5.197
TCGA-AZ-6601-11	TCGA-AZ-6601-11			5.196
TCGA-BH-A0E1-11	TCGA-BH-A0E1-11			5.196
TCGA-BH-A0HA-11	TCGA-BH-A0HA-11			5.196
TCGA-CZ-5468-11	TCGA-CZ-5468-11			5.196
TCGA-BH-A0BC-11	TCGA-BH-A0BC-11			5.188
TCGA-BH-A0BS-11	TCGA-BH-A0BS-11			5.183
TCGA-22-5478-11	TCGA-22-5478-11			5.182
TCGA-BH-A0DK-11	TCGA-BH-A0DK-11			5.182
TCGA-EJ-7330-11	TCGA-EJ-7330-11			5.181
TCGA-A6-2675-11	TCGA-A6-2675-11			5.18
TCGA-CZ-5454-11	TCGA-CZ-5454-11			5.18
TCGA-38-4625-11	TCGA-38-4625-11			5.178
TCGA-EL-A3ZO-11	TCGA-EL-A3ZO-11			5.177
TCGA-BQ-5891-11	TCGA-BQ-5891-11			5.176
TCGA-77-7142-11	TCGA-77-7142-11			5.173
TCGA-B0-5711-11	TCGA-B0-5711-11			5.172
TCGA-BH-A0BV-11	TCGA-BH-A0BV-11			5.171
TCGA-EM-A1CV-11	TCGA-EM-A1CV-11			5.165
TCGA-AO-A12C-01	TCGA-AO-A12C-01			5.163
TCGA-BQ-7046-11	TCGA-BQ-7046-11			5.163
TCGA-44-3396-11	TCGA-44-3396-11			5.16
TCGA-B0-5712-11	TCGA-B0-5712-11			5.158
TCGA-EJ-7314-11	TCGA-EJ-7314-11			5.158
TCGA-E2-A1IG-11	TCGA-E2-A1IG-11			5.157
TCGA-H7-A6C4-11	TCGA-H7-A6C4-11			5.157
TCGA-CZ-4865-11	TCGA-CZ-4865-11			5.153
TCGA-BR-7704-11	TCGA-BR-7704-11			5.147
TCGA-CZ-5989-11	TCGA-CZ-5989-11			5.144
TCGA-KS-A41J-11	TCGA-KS-A41J-11			5.144
TCGA-BH-A0DG-11	TCGA-BH-A0DG-11			5.142
TCGA-39-5040-11	TCGA-39-5040-11			5.141
TCGA-CJ-5681-11	TCGA-CJ-5681-11			5.14
TCGA-A6-2686-11	TCGA-A6-2686-11			5.137
TCGA-BH-A1FE-06	TCGA-BH-A1FE-06			5.137
TCGA-CV-6943-11	TCGA-CV-6943-11			5.136
TCGA-KO-8415-11	TCGA-KO-8415-11			5.135
TCGA-06-0125-02	TCGA-06-0125-02			5.13
TCGA-BQ-7045-11	TCGA-BQ-7045-11			5.126
TCGA-BJ-A28R-11	TCGA-BJ-A28R-11			5.125
TCGA-EL-A3T3-11	TCGA-EL-A3T3-11			5.125
TCGA-BJ-A3PU-11	TCGA-BJ-A3PU-11			5.121
TCGA-TQ-A7RV-02	TCGA-TQ-A7RV-02			5.12
TCGA-90-6837-11	TCGA-90-6837-11			5.117
TCGA-44-6146-11	TCGA-44-6146-11			5.116
TCGA-B0-5694-11	TCGA-B0-5694-11			5.116
TCGA-E9-A1NF-11	TCGA-E9-A1NF-11			5.116
TCGA-FV-A2QR-11	TCGA-FV-A2QR-11			5.115
TCGA-EL-A3ZL-11	TCGA-EL-A3ZL-11			5.113
TCGA-AX-A0IZ-11	TCGA-AX-A0IZ-11			5.109
TCGA-E8-A2JQ-11	TCGA-E8-A2JQ-11			5.109
TCGA-HC-7737-11	TCGA-HC-7737-11			5.109
TCGA-EL-A3ZH-11	TCGA-EL-A3ZH-11			5.107
TCGA-44-6777-11	TCGA-44-6777-11			5.104
TCGA-BH-A0HF-01	TCGA-BH-A0HF-01			5.104
TCGA-EL-A3ZQ-11	TCGA-EL-A3ZQ-11			5.103
TCGA-CW-6088-11	TCGA-CW-6088-11			5.101
TCGA-BH-A0AY-11	TCGA-BH-A0AY-11			5.099
TCGA-44-6778-11	TCGA-44-6778-11			5.098
TCGA-EL-A3H2-11	TCGA-EL-A3H2-11			5.098
TCGA-58-8386-11	TCGA-58-8386-11			5.097
TCGA-CG-5720-11	TCGA-CG-5720-11			5.095
TCGA-33-6737-11	TCGA-33-6737-11			5.094
TCGA-AB-2876-03	TCGA-AB-2876-03			5.094
TCGA-CV-7235-11	TCGA-CV-7235-11			5.093
TCGA-BJ-A2N7-11	TCGA-BJ-A2N7-11			5.092
TCGA-EL-A3T1-11	TCGA-EL-A3T1-11			5.092
TCGA-22-5482-11	TCGA-22-5482-11			5.09
TCGA-34-7107-11	TCGA-34-7107-11			5.089
TCGA-49-6742-11	TCGA-49-6742-11			5.089
TCGA-CV-7434-11	TCGA-CV-7434-11			5.089
TCGA-E9-A1N4-11	TCGA-E9-A1N4-11			5.089
TCGA-B0-5697-11	TCGA-B0-5697-11			5.085
TCGA-BH-A1ET-11	TCGA-BH-A1ET-11			5.084
TCGA-DD-A3A1-11	TCGA-DD-A3A1-11			5.084
TCGA-BP-4345-01	TCGA-BP-4345-01			5.077
TCGA-EJ-7331-11	TCGA-EJ-7331-11			5.077
TCGA-HC-7738-11	TCGA-HC-7738-11			5.077
TCGA-BH-A0BJ-11	TCGA-BH-A0BJ-11			5.075
TCGA-22-5472-11	TCGA-22-5472-11			5.074
TCGA-E2-A1BC-11	TCGA-E2-A1BC-11			5.073
TCGA-EJ-7315-11	TCGA-EJ-7315-11			5.073
TCGA-B0-5701-11	TCGA-B0-5701-11			5.071
TCGA-AA-3527-11	TCGA-AA-3527-11			5.069
TCGA-43-5670-11	TCGA-43-5670-11			5.061
TCGA-BH-A1FN-11	TCGA-BH-A1FN-11			5.061
TCGA-43-3394-11	TCGA-43-3394-11			5.06
TCGA-50-5935-11	TCGA-50-5935-11			5.059
TCGA-EL-A3T7-11	TCGA-EL-A3T7-11			5.058
TCGA-KL-8339-11	TCGA-KL-8339-11			5.057
TCGA-BH-A0H7-11	TCGA-BH-A0H7-11			5.056
TCGA-BH-A18Q-11	TCGA-BH-A18Q-11			5.055
TCGA-E2-A158-11	TCGA-E2-A158-11			5.055
TCGA-GI-A2C9-11	TCGA-GI-A2C9-11			5.055
TCGA-BH-A1FD-11	TCGA-BH-A1FD-11			5.052
TCGA-BH-A0DP-11	TCGA-BH-A0DP-11			5.05
TCGA-BL-A13J-11	TCGA-BL-A13J-11			5.046
TCGA-BH-A0BZ-11	TCGA-BH-A0BZ-11			5.045
TCGA-CJ-5679-11	TCGA-CJ-5679-11			5.045
TCGA-BH-A0DL-11	TCGA-BH-A0DL-11			5.041
TCGA-43-7657-11	TCGA-43-7657-11			5.04
TCGA-EJ-7785-11	TCGA-EJ-7785-11			5.038
TCGA-CV-7406-11	TCGA-CV-7406-11			5.036
TCGA-CZ-5458-11	TCGA-CZ-5458-11			5.034
TCGA-EL-A3GZ-11	TCGA-EL-A3GZ-11			5.033
TCGA-AC-A2FB-11	TCGA-AC-A2FB-11			5.026
TCGA-KN-8426-11	TCGA-KN-8426-11			5.025
TCGA-BH-A1F2-11	TCGA-BH-A1F2-11			5.024
TCGA-BR-6454-11	TCGA-BR-6454-11			5.02
TCGA-CZ-5463-11	TCGA-CZ-5463-11			5.016
TCGA-BH-A0DT-11	TCGA-BH-A0DT-11			5.011
TCGA-EL-A3T0-11	TCGA-EL-A3T0-11			5.007
TCGA-CG-5734-11	TCGA-CG-5734-11			5.006
TCGA-EJ-7123-11	TCGA-EJ-7123-11			5.003
TCGA-BH-A1EU-11	TCGA-BH-A1EU-11			5.001
TCGA-CU-A0YR-11	TCGA-CU-A0YR-11			5.001
TCGA-DO-A1JZ-11	TCGA-DO-A1JZ-11			5
TCGA-EL-A3T2-11	TCGA-EL-A3T2-11			5
TCGA-EL-A3ZR-11	TCGA-EL-A3ZR-11			5
TCGA-BH-A0DH-11	TCGA-BH-A0DH-11			4.998
TCGA-B2-5641-11	TCGA-B2-5641-11			4.994
TCGA-BJ-A290-11	TCGA-BJ-A290-11			4.993
TCGA-BH-A0DQ-11	TCGA-BH-A0DQ-11			4.991
TCGA-BR-7703-11	TCGA-BR-7703-11			4.991
TCGA-FY-A3NP-01	TCGA-FY-A3NP-01			4.991
TCGA-CW-6087-11	TCGA-CW-6087-11			4.99
TCGA-EJ-7786-11	TCGA-EJ-7786-11			4.985
TCGA-50-5936-11	TCGA-50-5936-11			4.982
TCGA-CZ-5452-11	TCGA-CZ-5452-11			4.981
TCGA-FV-A3R2-11	TCGA-FV-A3R2-11			4.981
TCGA-49-6744-11	TCGA-49-6744-11			4.977
TCGA-AC-A2FF-11	TCGA-AC-A2FF-11			4.975
TCGA-WA-A7GZ-11	TCGA-WA-A7GZ-11			4.975
TCGA-B0-5696-11	TCGA-B0-5696-11			4.974
TCGA-BH-A1F8-11	TCGA-BH-A1F8-11			4.974
TCGA-CZ-5987-11	TCGA-CZ-5987-11			4.971
TCGA-CJ-5677-11	TCGA-CJ-5677-11			4.97
TCGA-EL-A3ZT-11	TCGA-EL-A3ZT-11			4.97
TCGA-CG-5722-11	TCGA-CG-5722-11			4.969
TCGA-BH-A0DO-11	TCGA-BH-A0DO-11			4.968
TCGA-B8-5549-11	TCGA-B8-5549-11			4.967
TCGA-B2-5636-01	TCGA-B2-5636-01			4.966
TCGA-A6-2683-11	TCGA-A6-2683-11			4.964
TCGA-A7-A0DC-11	TCGA-A7-A0DC-11			4.96
TCGA-BH-A1FR-11	TCGA-BH-A1FR-11			4.96
TCGA-73-4676-11	TCGA-73-4676-11			4.959
TCGA-EL-A3TB-11	TCGA-EL-A3TB-11			4.957
TCGA-BJ-A2N8-11	TCGA-BJ-A2N8-11			4.949
TCGA-BQ-5894-11	TCGA-BQ-5894-11			4.949
TCGA-L5-A4OF-11	TCGA-L5-A4OF-11			4.949
TCGA-AG-3731-11	TCGA-AG-3731-11			4.946
TCGA-12-1597-01	TCGA-12-1597-01			4.944
TCGA-BQ-5884-11	TCGA-BQ-5884-11			4.943
TCGA-EJ-7783-11	TCGA-EJ-7783-11			4.941
TCGA-EL-A3MY-11	TCGA-EL-A3MY-11			4.939
TCGA-BQ-5879-11	TCGA-BQ-5879-11			4.938
TCGA-BC-A10Z-11	TCGA-BC-A10Z-11			4.937
TCGA-BT-A20Q-11	TCGA-BT-A20Q-11			4.937
TCGA-ES-A2HT-11	TCGA-ES-A2HT-11			4.937
TCGA-85-7710-11	TCGA-85-7710-11			4.936
TCGA-B0-5402-11	TCGA-B0-5402-11			4.936
TCGA-CV-7245-11	TCGA-CV-7245-11			4.936
TCGA-H2-A2K9-11	TCGA-H2-A2K9-11			4.936
TCGA-B0-5703-11	TCGA-B0-5703-11			4.935
TCGA-EJ-7781-11	TCGA-EJ-7781-11			4.934
TCGA-FY-A3TY-11	TCGA-FY-A3TY-11			4.934
TCGA-AF-2692-11	TCGA-AF-2692-11			4.931
TCGA-KN-8419-11	TCGA-KN-8419-11			4.931
TCGA-BH-A1EN-11	TCGA-BH-A1EN-11			4.928
TCGA-BH-A209-11	TCGA-BH-A209-11			4.928
TCGA-BH-A18R-11	TCGA-BH-A18R-11			4.927
TCGA-EL-A3H7-11	TCGA-EL-A3H7-11			4.926
TCGA-77-7338-11	TCGA-77-7338-11			4.925
TCGA-AA-3496-11	TCGA-AA-3496-11			4.923
TCGA-BH-A0B8-01	TCGA-BH-A0B8-01			4.923
TCGA-22-4593-11	TCGA-22-4593-11			4.922
TCGA-BR-6564-11	TCGA-BR-6564-11			4.922
TCGA-EJ-7125-11	TCGA-EJ-7125-11			4.92
TCGA-BH-A203-11	TCGA-BH-A203-11			4.918
TCGA-E9-A1NG-11	TCGA-E9-A1NG-11			4.918
TCGA-CZ-5455-11	TCGA-CZ-5455-11			4.917
TCGA-EM-A1CU-11	TCGA-EM-A1CU-11			4.915
TCGA-BQ-5882-11	TCGA-BQ-5882-11			4.913
TCGA-44-3398-11	TCGA-44-3398-11			4.911
TCGA-CJ-5672-11	TCGA-CJ-5672-11			4.911
TCGA-22-4609-11	TCGA-22-4609-11			4.906
TCGA-BH-A0DD-11	TCGA-BH-A0DD-11			4.906
TCGA-BH-A204-11	TCGA-BH-A204-11			4.905
TCGA-EM-A1CW-11	TCGA-EM-A1CW-11			4.901
TCGA-50-5939-11	TCGA-50-5939-11			4.898
TCGA-B0-5709-11	TCGA-B0-5709-11			4.892
TCGA-CZ-4863-11	TCGA-CZ-4863-11			4.888
TCGA-CZ-5462-11	TCGA-CZ-5462-11			4.888
TCGA-BH-A1FE-11	TCGA-BH-A1FE-11			4.88
TCGA-BH-A1EW-11	TCGA-BH-A1EW-11			4.876
TCGA-E9-A1RD-11	TCGA-E9-A1RD-11			4.876
TCGA-55-6970-11	TCGA-55-6970-11			4.872
TCGA-E2-A15M-11	TCGA-E2-A15M-11			4.866
TCGA-B8-4620-11	TCGA-B8-4620-11			4.864
TCGA-FP-7829-11	TCGA-FP-7829-11			4.857
TCGA-BH-A1EO-11	TCGA-BH-A1EO-11			4.856
TCGA-CJ-6030-11	TCGA-CJ-6030-11			4.854
TCGA-B2-5636-11	TCGA-B2-5636-11			4.853
TCGA-EL-A3ZP-11	TCGA-EL-A3ZP-11			4.851
TCGA-G5-6572-02	TCGA-G5-6572-02			4.851
TCGA-BH-A1F0-11	TCGA-BH-A1F0-11			4.848
TCGA-CV-7238-11	TCGA-CV-7238-11			4.847
TCGA-H2-A3RI-11	TCGA-H2-A3RI-11			4.846
TCGA-CW-5587-11	TCGA-CW-5587-11			4.839
TCGA-CZ-5985-11	TCGA-CZ-5985-11			4.836
TCGA-EL-A3N3-11	TCGA-EL-A3N3-11			4.835
TCGA-DD-A4NG-01	TCGA-DD-A4NG-01			4.834
TCGA-A7-A0DB-11	TCGA-A7-A0DB-11			4.833
TCGA-CW-5589-11	TCGA-CW-5589-11			4.824
TCGA-CZ-5984-11	TCGA-CZ-5984-11			4.819
TCGA-W5-AA2X-11	TCGA-W5-AA2X-11			4.815
TCGA-B0-5690-11	TCGA-B0-5690-11			4.814
TCGA-AC-A23H-11	TCGA-AC-A23H-11			4.811
TCGA-CW-5581-11	TCGA-CW-5581-11			4.811
TCGA-CW-5585-11	TCGA-CW-5585-11			4.808
TCGA-BH-A0B8-11	TCGA-BH-A0B8-11			4.807
TCGA-91-6831-11	TCGA-91-6831-11			4.804
TCGA-A7-A13E-11	TCGA-A7-A13E-11			4.794
TCGA-HU-8238-11	TCGA-HU-8238-11			4.792
TCGA-E9-A1RB-11	TCGA-E9-A1RB-11			4.79
TCGA-CW-5591-11	TCGA-CW-5591-11			4.788
TCGA-B0-4700-11	TCGA-B0-4700-11			4.787
TCGA-BQ-5878-11	TCGA-BQ-5878-11			4.781
TCGA-B0-5699-11	TCGA-B0-5699-11			4.78
TCGA-L5-A4OQ-11	TCGA-L5-A4OQ-11			4.778
TCGA-CZ-5988-11	TCGA-CZ-5988-11			4.777
TCGA-CZ-5451-11	TCGA-CZ-5451-11			4.776
TCGA-CZ-5986-11	TCGA-CZ-5986-11			4.776
