"","logFC","AveExpr","t","P.Value","adj.P.Val","B","regulate"
"P05141",0.697354929812725,25.1539463704028,1.68428961663213,0.123445005288523,0.244603991960593,-5.29350281833794,"unchanged"
"Q99700",-0.69346399256084,19.5930788452213,-1.42756142710664,0.184295849165906,0.328660931012533,-5.63908080160668,"unchanged"
"P69905",0.692507601883573,23.8282864049454,1.35201554168035,0.206549474317191,0.360339028564229,-5.73384645703583,"unchanged"
"Q8NC51",0.687361460700082,21.0539556870073,1.83732713456166,0.096424042771276,0.209135930605267,-5.07269294110236,"unchanged"
"P02768",0.678593561048132,24.9287259824214,1.77557261467338,0.106598649810946,0.219596520585537,-5.16297042004872,"unchanged"
"O43175",0.67297498228778,18.786476043866,1.73594668479531,0.113636306798613,0.227982840514718,-5.2200772948059,"unchanged"
"P49368",-0.656988253087633,19.7907491639006,-1.58459809228775,0.144555065648908,0.271959593205455,-5.43171241005838,"unchanged"
"Q15637",0.650040905904827,20.4588531555015,1.43907159828875,0.181091651355602,0.328660931012533,-5.62434527268673,"unchanged"
"P25788",0.647247276453573,18.010391511827,1.39979588239734,0.192225400166441,0.340908030129434,-5.67430790134937,"unchanged"
"P31944",0.636094999900049,23.7952636114374,1.27721214574427,0.230765803406976,0.386002494147692,-5.82419240843377,"unchanged"
"Q9Y2J4",0.627076474398226,19.4330284476025,1.18806033966876,0.262623317132482,0.417143787333859,-5.92703670426147,"unchanged"
"O60711",0.618241085592409,21.386274979679,1.22401747929619,0.249371856517761,0.404284676475764,-5.88621007329,"unchanged"
"P25311",-0.607433693672,20.24936682083,-0.832907214671965,0.424601199764064,0.577529597984172,-6.27771345220169,"unchanged"
"Q8TB22",-0.594500464065298,23.0456327618382,-1.39272886310931,0.194289436701864,0.342675325171969,-5.68320113190467,"unchanged"
"Q5SY68",0.593962620929524,20.0814996909641,1.18493514267441,0.26380121130459,0.417143787333859,-5.93054247482754,"unchanged"
"P23396",-0.578535449271047,23.5544298233689,-1.46944535297551,0.172865188045844,0.317084144929806,-5.58509575180083,"unchanged"
"P25789",0.576735060972929,19.510833951607,1.26828877867522,0.233805124635007,0.386002494147692,-5.83472801017789,"unchanged"
"Q15427",0.5676348476877,18.5092598481256,1.26629844811328,0.23448749644486,0.386002494147692,-5.8370707548823,"unchanged"
"P32320",0.557782410152168,18.0613329444372,1.32623565450481,0.214643995287754,0.368453061429781,-5.76538573497068,"unchanged"
"Q4VCS5",0.557782410152168,18.0613329444372,1.32623565450481,0.214643995287754,0.368453061429781,-5.76538573497068,"unchanged"
"P07384",0.547774563826589,19.6690143414668,1.27554474812598,0.231331243865376,0.386002494147692,-5.82616505927368,"unchanged"
"P61247",0.536507862591112,23.6797364838689,1.13915892175903,0.281540570307162,0.430354871755233,-5.98109531188184,"unchanged"
"Q92900",-0.530139208798136,21.2976411838734,-1.27138191967183,0.232747894120965,0.386002494147692,-5.83108197551253,"unchanged"
"P78332",0.525911564478356,18.8200108840482,1.19627708774772,0.259546455709232,0.414499563595341,-5.91778658897721,"unchanged"
"P16403",-0.525799786107275,26.3512576964816,-1.16066181862041,0.273093830256669,0.423493330977733,-5.95753588045727,"unchanged"
"Q14103",-0.523166327997739,20.1710486527419,-1.17754903947203,0.266601808112522,0.417459416605461,-5.93880060805696,"unchanged"
"P27816",0.523009202584845,20.9025827398645,0.980133808516955,0.350443206407407,0.504449637922769,-6.14454078107042,"unchanged"
"P18206",0.517335344591636,18.7189466358908,1.27177519282162,0.232613755561148,0.386002494147692,-5.83061795157416,"unchanged"
"Q52LJ0",-0.516966004898656,21.8108097338124,-0.778356417602805,0.45462131020308,0.60753670806399,-6.322316549151,"unchanged"
"P55081",0.500828599585091,21.1537854800056,1.01976405343979,0.332195450717499,0.486916619544828,-6.10564220662794,"unchanged"
"O14497",0.498399980566123,19.0153753250264,1.2006763944812,0.257910990235738,0.41394713932836,-5.91281457017109,"unchanged"
"Q14210",0.491669479925246,18.3373239705752,1.11521159461658,0.291187477550087,0.440901793837631,-6.00693615018006,"unchanged"
"Q8NFD5",0.489251156946459,19.1135645375952,0.813251598037094,0.435260777837931,0.587053402041916,-6.2940886923512,"unchanged"
"Q9Y383",0.485124862281975,19.4848338342735,1.06754351460859,0.311152110799626,0.464557337519442,-6.05710219234596,"unchanged"
"Q9UHX1",-0.47105782695175,21.115287546712,-1.14101516449195,0.280803393614726,0.430354871755233,-5.97907475506731,"unchanged"
