sample	samples	STAM	STAM	ENSG00000136738.14
TCGA-A2-A0YD-01	TCGA-A2-A0YD-01	0.002	0	3.242
TCGA-WK-A8XY-01	TCGA-WK-A8XY-01	0.002	0	3.239
TCGA-49-6761-01	TCGA-49-6761-01	0.002	0	3.236
TCGA-A8-A096-01	TCGA-A8-A096-01	0.002	0	3.23
TCGA-CW-5589-01	TCGA-CW-5589-01	0.002	0	3.222
TCGA-B6-A0X5-01	TCGA-B6-A0X5-01	0.002	0	3.214
TCGA-P5-A731-01	TCGA-P5-A731-01	0.002	0	3.214
TCGA-AR-A1AO-01	TCGA-AR-A1AO-01	0.002	0	3.213
TCGA-CH-5750-01	TCGA-CH-5750-01	0.002	0	3.208
TCGA-DJ-A2PR-01	TCGA-DJ-A2PR-01	0.002	0	3.2
TCGA-E2-A14Z-01	TCGA-E2-A14Z-01	0.002	0	3.197
TCGA-5P-A9K8-01	TCGA-5P-A9K8-01	0.002	0	3.195
TCGA-43-3920-01	TCGA-43-3920-01	0.002	0	3.191
TCGA-CH-5738-01	TCGA-CH-5738-01	0.002	0	3.189
TCGA-IB-7887-01	TCGA-IB-7887-01	0.002	0	3.188
TCGA-13-0906-01	TCGA-13-0906-01	0.002	0	3.184
TCGA-AZ-6605-01	TCGA-AZ-6605-01	0.002	0	3.183
TCGA-A8-A09G-01	TCGA-A8-A09G-01	0.002	0	3.181
TCGA-EM-A3FJ-01	TCGA-EM-A3FJ-01	0.002	0	3.178
TCGA-22-4596-01	TCGA-22-4596-01	0.002	0	3.172
TCGA-A1-A0SH-01	TCGA-A1-A0SH-01	0.002	0	3.168
TCGA-E2-A156-01	TCGA-E2-A156-01	0.002	0	3.159
TCGA-HC-7740-01	TCGA-HC-7740-01	0.002	0	3.151
TCGA-B0-5713-01	TCGA-B0-5713-01	0.002	0	3.148
TCGA-CZ-5456-01	TCGA-CZ-5456-01	0.002	0	3.136
TCGA-HT-8108-01	TCGA-HT-8108-01	0.002	0	3.109
TCGA-A2-A0ES-01	TCGA-A2-A0ES-01	0.002	0	3.106
TCGA-YL-A8SA-01	TCGA-YL-A8SA-01	0.002	0	3.098
TCGA-EJ-5510-01	TCGA-EJ-5510-01	0.002	0	3.079
TCGA-N6-A4VD-01	TCGA-N6-A4VD-01	0.002	0	3.079
TCGA-EM-A3FQ-01	TCGA-EM-A3FQ-01	0.002	0	3.072
TCGA-RM-A68T-01	TCGA-RM-A68T-01	0.002	0	3.069
TCGA-AC-A2FE-01	TCGA-AC-A2FE-01	0.002	0	3.064
TCGA-G9-6367-01	TCGA-G9-6367-01	0.002	0	3.057
TCGA-VS-A9UQ-01	TCGA-VS-A9UQ-01	0.002	0	3.052
TCGA-BH-A0BO-01	TCGA-BH-A0BO-01	0.002	0	3.048
TCGA-D5-6530-01	TCGA-D5-6530-01	0.002	0	3.046
TCGA-HC-A8D1-01	TCGA-HC-A8D1-01	0.002	0	3.041
TCGA-CN-A642-01	TCGA-CN-A642-01	0.002	0	3.038
TCGA-A1-A0SI-01	TCGA-A1-A0SI-01	0.002	0	3.034
TCGA-77-8131-01	TCGA-77-8131-01	0.002	0	3.025
TCGA-EM-A3AR-01	TCGA-EM-A3AR-01	0.002	0	3.022
TCGA-VP-A879-01	TCGA-VP-A879-01	0.002	0	3.022
TCGA-DX-A6BG-01	TCGA-DX-A6BG-01	0.002	0	3.018
TCGA-V1-A9ZG-01	TCGA-V1-A9ZG-01	0.002	0	3.013
TCGA-2A-A8W3-01	TCGA-2A-A8W3-01	0.002	0	3.007
TCGA-G7-A8LE-01	TCGA-G7-A8LE-01	0.002	0	3.007
TCGA-B0-5695-01	TCGA-B0-5695-01	0.002	0	2.977
TCGA-E2-A1LE-01	TCGA-E2-A1LE-01	0.002	0	2.977
TCGA-E7-A3X6-01	TCGA-E7-A3X6-01	0.002	0	2.969
TCGA-EJ-A65E-01	TCGA-EJ-A65E-01	0.002	0	2.96
TCGA-A6-2682-01	TCGA-A6-2682-01	0.002	0	2.945
TCGA-AC-A5XS-01	TCGA-AC-A5XS-01	0.002	0	2.945
TCGA-FD-A3SM-01	TCGA-FD-A3SM-01	0.002	0	2.941
TCGA-PE-A5DC-01	TCGA-PE-A5DC-01	0.002	0	2.938
TCGA-DV-A4W0-01	TCGA-DV-A4W0-01	0.002	0	2.922
TCGA-D7-A748-01	TCGA-D7-A748-01	0.002	0	2.921
TCGA-ZB-A96E-01	TCGA-ZB-A96E-01	0.002	0	2.919
TCGA-XK-AAJU-01	TCGA-XK-AAJU-01	0.002	0	2.917
TCGA-B8-A54G-01	TCGA-B8-A54G-01	0.002	0	2.905
TCGA-D7-6520-01	TCGA-D7-6520-01	0.002	0	2.905
TCGA-A8-A083-01	TCGA-A8-A083-01	0.002	0	2.897
TCGA-HC-8266-01	TCGA-HC-8266-01	0.002	0	2.897
TCGA-FY-A3WA-01	TCGA-FY-A3WA-01	0.002	0	2.884
TCGA-BH-A2L8-01	TCGA-BH-A2L8-01	0.002	0	2.86
TCGA-V1-A8MK-01	TCGA-V1-A8MK-01	0.002	0	2.858
TCGA-EM-A3AL-01	TCGA-EM-A3AL-01	0.002	0	2.852
TCGA-AO-A12H-01	TCGA-AO-A12H-01	0.002	0	2.84
TCGA-EL-A3T9-01	TCGA-EL-A3T9-01	0.002	0	2.836
TCGA-B0-5698-01	TCGA-B0-5698-01	0.002	0	2.826
TCGA-D7-6527-01	TCGA-D7-6527-01	0.002	0	2.826
TCGA-DJ-A2PX-01	TCGA-DJ-A2PX-01	0.002	0	2.824
TCGA-DK-A6B0-01	TCGA-DK-A6B0-01	0.002	0	2.816
TCGA-DE-A2OL-01	TCGA-DE-A2OL-01	0.002	0	2.81
TCGA-HZ-A4BK-01	TCGA-HZ-A4BK-01	0.002	0	2.801
TCGA-A4-A57E-01	TCGA-A4-A57E-01	0.002	0	2.799
TCGA-ET-A3DV-01	TCGA-ET-A3DV-01	0.002	0	2.795
TCGA-CV-A6JZ-01	TCGA-CV-A6JZ-01	0.002	0	2.789
TCGA-EM-A2CJ-01	TCGA-EM-A2CJ-01	0.002	0	2.783
TCGA-EM-A2OY-01	TCGA-EM-A2OY-01	0.002	0	2.78
TCGA-UB-A7MC-01	TCGA-UB-A7MC-01	0.002	0	2.778
TCGA-E2-A1LB-01	TCGA-E2-A1LB-01	0.002	0	2.774
TCGA-DM-A28C-01	TCGA-DM-A28C-01	0.002	0	2.772
TCGA-QR-A70R-01	TCGA-QR-A70R-01	0.002	0	2.768
TCGA-D7-8579-01	TCGA-D7-8579-01	0.002	0	2.744
TCGA-13-1498-01	TCGA-13-1498-01	0.002	0	2.729
TCGA-CH-5771-01	TCGA-CH-5771-01	0.002	0	2.707
TCGA-EM-A4FH-01	TCGA-EM-A4FH-01	0.002	0	2.635
TCGA-Q3-A5QY-01	TCGA-Q3-A5QY-01	0.002	0	2.635
TCGA-EM-A3O8-01	TCGA-EM-A3O8-01	0.002	0	2.625
TCGA-DJ-A3VK-01	TCGA-DJ-A3VK-01	0.002	0	2.602
TCGA-C5-A2LS-01	TCGA-C5-A2LS-01	0.002	0	2.583
TCGA-GM-A3XG-01	TCGA-GM-A3XG-01	0.002	0	2.573
TCGA-DE-A4M8-01	TCGA-DE-A4M8-01	0.002	0	2.539
TCGA-HZ-A77P-01	TCGA-HZ-A77P-01	0.002	0	2.521
TCGA-GM-A2DO-01	TCGA-GM-A2DO-01	0.002	0	2.514
TCGA-G9-6338-01	TCGA-G9-6338-01	0.002	0	2.496
TCGA-BT-A20T-01	TCGA-BT-A20T-01	0.002	0	2.493
TCGA-GS-A9TZ-01	TCGA-GS-A9TZ-01	0.002	0	2.491
TCGA-DD-A1EA-01	TCGA-DD-A1EA-01	0.002	0	2.486
TCGA-YC-A89H-01	TCGA-YC-A89H-01	0.002	0	2.483
TCGA-4P-AA8J-01	TCGA-4P-AA8J-01	0.002	0	2.409
TCGA-ET-A39K-01	TCGA-ET-A39K-01	0.002	0	2.398
TCGA-EL-A4JV-01	TCGA-EL-A4JV-01	0.002	0	2.382
TCGA-J4-A67S-01	TCGA-J4-A67S-01	0.002	0	2.322
TCGA-AC-A3YJ-01	TCGA-AC-A3YJ-01	0.002	0	2.245
TCGA-X4-A8KQ-01	TCGA-X4-A8KQ-01	0.002	0	2.098
TCGA-CC-5262-01	TCGA-CC-5262-01	0.002	0	2.067
TCGA-KK-A6E3-01	TCGA-KK-A6E3-01	0.002	0	2.05
TCGA-J4-A67M-01	TCGA-J4-A67M-01	0.002	0	2.043
TCGA-DD-A1EB-01	TCGA-DD-A1EB-01	0.002	0	2.018
TCGA-DD-A4NF-01	TCGA-DD-A4NF-01	0.002	0	1.971
TCGA-KS-A41L-01	TCGA-KS-A41L-01	0.002	0	1.791
TCGA-DD-AADG-01	TCGA-DD-AADG-01	0.002	0	1.779
TCGA-G3-A3CK-01	TCGA-G3-A3CK-01	0.002	0	1.749
TCGA-J4-A67Q-01	TCGA-J4-A67Q-01	0.002	0	1.74
TCGA-KS-A41I-01	TCGA-KS-A41I-01	0.002	0	1.688
TCGA-4V-A9QW-01	TCGA-4V-A9QW-01	0.002	0	1.674
TCGA-DD-AAW1-01	TCGA-DD-AAW1-01	0.002	0	1.527
TCGA-2Y-A9HB-01	TCGA-2Y-A9HB-01	0.002	0	1.357
TCGA-G9-6347-01	TCGA-G9-6347-01	0.002	0	1.311
TCGA-DD-AACF-01	TCGA-DD-AACF-01	0.002	0	1.293
TCGA-MI-A75E-01	TCGA-MI-A75E-01	0.002	0	1.276
TCGA-K7-A5RF-01	TCGA-K7-A5RF-01	0.002	0	1.138
TCGA-DD-AAVX-01	TCGA-DD-AAVX-01	0.002	0	1.064
TCGA-DD-A39Z-01	TCGA-DD-A39Z-01	0.002	0	0.8726
TCGA-XU-AAXZ-01	TCGA-XU-AAXZ-01	0.002	0	-0.9406
TCGA-86-8056-01	TCGA-86-8056-01	0.002	0	
TCGA-A5-A0VQ-01	TCGA-A5-A0VQ-01	0.002	0	
TCGA-AA-A01S-01	TCGA-AA-A01S-01	0.002	0	
TCGA-AG-3586-01	TCGA-AG-3586-01	0.002	0	
TCGA-AP-A056-01	TCGA-AP-A056-01	0.002	0	
TCGA-AP-A0L8-01	TCGA-AP-A0L8-01	0.002	0	
TCGA-AX-A062-01	TCGA-AX-A062-01	0.002	0	
TCGA-AX-A063-01	TCGA-AX-A063-01	0.002	0	
TCGA-B5-A0K0-01	TCGA-B5-A0K0-01	0.002	0	
TCGA-BG-A0YU-01	TCGA-BG-A0YU-01	0.002	0	
TCGA-BS-A0VI-01	TCGA-BS-A0VI-01	0.002	0	
TCGA-CN-A63Y-01	TCGA-CN-A63Y-01	0.002	0	
TCGA-DD-AACD-01	TCGA-DD-AACD-01	0.002	0	
TCGA-EC-A1NJ-01	TCGA-EC-A1NJ-01	0.002	0	
TCGA-EY-A1GU-01	TCGA-EY-A1GU-01	0.002	0	
TCGA-AB-2944-03	TCGA-AB-2944-03	0.001	0	6.384
TCGA-VD-A8KM-01	TCGA-VD-A8KM-01	0.001	0	5.733
TCGA-VD-A8KN-01	TCGA-VD-A8KN-01	0.001	0	5.488
TCGA-VD-A8K9-01	TCGA-VD-A8K9-01	0.001	0	5.374
TCGA-VD-A8KJ-01	TCGA-VD-A8KJ-01	0.001	0	5.135
TCGA-EL-A3H4-01	TCGA-EL-A3H4-01	0.001	0	5.103
TCGA-V4-A9ES-01	TCGA-V4-A9ES-01	0.001	0	4.83
TCGA-MK-A4N6-01	TCGA-MK-A4N6-01	0.001	0	4.822
TCGA-AB-2875-03	TCGA-AB-2875-03	0.001	0	4.765
TCGA-DJ-A1QD-01	TCGA-DJ-A1QD-01	0.001	0	4.753
TCGA-AB-2877-03	TCGA-AB-2877-03	0.001	0	4.73
TCGA-DE-A0Y3-01	TCGA-DE-A0Y3-01	0.001	0	4.527
TCGA-CX-7082-01	TCGA-CX-7082-01	0.001	0	4.515
TCGA-DJ-A2PN-01	TCGA-DJ-A2PN-01	0.001	0	4.482
TCGA-EM-A3FK-01	TCGA-EM-A3FK-01	0.001	0	4.33
TCGA-AB-2898-03	TCGA-AB-2898-03	0.001	0	4.326
TCGA-DJ-A3VB-01	TCGA-DJ-A3VB-01	0.001	0	4.305
TCGA-DU-A7TB-01	TCGA-DU-A7TB-01	0.001	0	4.28
TCGA-DB-5276-01	TCGA-DB-5276-01	0.001	0	4.248
TCGA-AB-2990-03	TCGA-AB-2990-03	0.001	0	4.191
TCGA-EL-A3GX-01	TCGA-EL-A3GX-01	0.001	0	4.16
TCGA-55-7913-01	TCGA-55-7913-01	0.001	0	3.998
TCGA-FY-A3YR-01	TCGA-FY-A3YR-01	0.001	0	3.998
TCGA-E8-A2EA-01	TCGA-E8-A2EA-01	0.001	0	3.953
TCGA-EM-A2P1-01	TCGA-EM-A2P1-01	0.001	0	3.933
TCGA-DE-A4MB-01	TCGA-DE-A4MB-01	0.001	0	3.931
TCGA-HT-7874-01	TCGA-HT-7874-01	0.001	0	3.922
TCGA-RW-A67Y-01	TCGA-RW-A67Y-01	0.001	0	3.92
TCGA-AB-2836-03	TCGA-AB-2836-03	0.001	0	3.885
TCGA-66-2734-01	TCGA-66-2734-01	0.001	0	3.874
TCGA-S7-A7WR-01	TCGA-S7-A7WR-01	0.001	0	3.859
TCGA-EM-A2CT-01	TCGA-EM-A2CT-01	0.001	0	3.844
TCGA-E3-A3E1-01	TCGA-E3-A3E1-01	0.001	0	3.825
TCGA-J8-A3YD-01	TCGA-J8-A3YD-01	0.001	0	3.8
TCGA-EE-A2MP-06	TCGA-EE-A2MP-06	0.001	0	3.791
TCGA-BH-A18R-01	TCGA-BH-A18R-01	0.001	0	3.789
TCGA-BH-A0BW-01	TCGA-BH-A0BW-01	0.001	0	3.759
TCGA-EL-A3GY-01	TCGA-EL-A3GY-01	0.001	0	3.751
TCGA-3H-AB3S-01	TCGA-3H-AB3S-01	0.001	0	3.688
TCGA-C8-A3M8-01	TCGA-C8-A3M8-01	0.001	0	3.652
TCGA-AR-A0U0-01	TCGA-AR-A0U0-01	0.001	0	3.646
TCGA-DJ-A3V4-01	TCGA-DJ-A3V4-01	0.001	0	3.644
TCGA-DJ-A3VA-01	TCGA-DJ-A3VA-01	0.001	0	3.632
TCGA-D8-A1XD-01	TCGA-D8-A1XD-01	0.001	0	3.617
TCGA-AB-2927-03	TCGA-AB-2927-03	0.001	0	3.582
TCGA-D8-A1Y0-01	TCGA-D8-A1Y0-01	0.001	0	3.582
TCGA-AR-A24T-01	TCGA-AR-A24T-01	0.001	0	3.575
TCGA-CQ-7065-01	TCGA-CQ-7065-01	0.001	0	3.572
TCGA-DJ-A3UX-01	TCGA-DJ-A3UX-01	0.001	0	3.557
TCGA-66-2768-01	TCGA-66-2768-01	0.001	0	3.555
TCGA-MT-A67F-01	TCGA-MT-A67F-01	0.001	0	3.53
TCGA-BP-4970-01	TCGA-BP-4970-01	0.001	0	3.527
TCGA-HT-7854-01	TCGA-HT-7854-01	0.001	0	3.526
TCGA-58-8387-01	TCGA-58-8387-01	0.001	0	3.525
TCGA-EJ-5496-01	TCGA-EJ-5496-01	0.001	0	3.52
TCGA-IQ-A61E-01	TCGA-IQ-A61E-01	0.001	0	3.512
TCGA-DB-A4XE-01	TCGA-DB-A4XE-01	0.001	0	3.511
TCGA-DJ-A13L-01	TCGA-DJ-A13L-01	0.001	0	3.509
TCGA-XF-AAMW-01	TCGA-XF-AAMW-01	0.001	0	3.506
TCGA-CH-5740-01	TCGA-CH-5740-01	0.001	0	3.497
TCGA-FE-A237-01	TCGA-FE-A237-01	0.001	0	3.491
TCGA-H2-A3RH-01	TCGA-H2-A3RH-01	0.001	0	3.482
TCGA-A3-3378-01	TCGA-A3-3378-01	0.001	0	3.48
TCGA-EL-A3T8-01	TCGA-EL-A3T8-01	0.001	0	3.479
TCGA-2A-A8VL-01	TCGA-2A-A8VL-01	0.001	0	3.477
TCGA-EJ-7315-01	TCGA-EJ-7315-01	0.001	0	3.47
TCGA-BH-A1FB-01	TCGA-BH-A1FB-01	0.001	0	3.464
TCGA-X7-A8D7-01	TCGA-X7-A8D7-01	0.001	0	3.44
TCGA-CH-5768-01	TCGA-CH-5768-01	0.001	0	3.432
TCGA-AQ-A1H3-01	TCGA-AQ-A1H3-01	0.001	0	3.426
TCGA-A2-A0YI-01	TCGA-A2-A0YI-01	0.001	0	3.424
TCGA-SX-A7SM-01	TCGA-SX-A7SM-01	0.001	0	3.409
TCGA-ET-A3DQ-01	TCGA-ET-A3DQ-01	0.001	0	3.405
TCGA-WB-A80Q-01	TCGA-WB-A80Q-01	0.001	0	3.399
TCGA-A3-3306-01	TCGA-A3-3306-01	0.001	0	3.392
TCGA-DJ-A4UQ-01	TCGA-DJ-A4UQ-01	0.001	0	3.383
TCGA-HC-8262-01	TCGA-HC-8262-01	0.001	0	3.381
TCGA-AR-A24N-01	TCGA-AR-A24N-01	0.001	0	3.379
TCGA-3H-AB3K-01	TCGA-3H-AB3K-01	0.001	0	3.376
TCGA-A3-3317-01	TCGA-A3-3317-01	0.001	0	3.358
TCGA-E2-A15H-01	TCGA-E2-A15H-01	0.001	0	3.349
TCGA-A2-A3KC-01	TCGA-A2-A3KC-01	0.001	0	3.343
TCGA-A2-A1G6-01	TCGA-A2-A1G6-01	0.001	0	3.339
TCGA-56-6545-01	TCGA-56-6545-01	0.001	0	3.336
TCGA-A2-A0EM-01	TCGA-A2-A0EM-01	0.001	0	3.336
TCGA-GD-A3OQ-01	TCGA-GD-A3OQ-01	0.001	0	3.335
TCGA-L5-A8NM-01	TCGA-L5-A8NM-01	0.001	0	3.321
TCGA-KK-A6E0-01	TCGA-KK-A6E0-01	0.001	0	3.312
TCGA-AR-A24M-01	TCGA-AR-A24M-01	0.001	0	3.292
TCGA-H7-8501-01	TCGA-H7-8501-01	0.001	0	3.29
TCGA-ZB-A96K-01	TCGA-ZB-A96K-01	0.001	0	3.287
TCGA-D8-A1Y1-01	TCGA-D8-A1Y1-01	0.001	0	3.281
TCGA-XK-AAJR-01	TCGA-XK-AAJR-01	0.001	0	3.28
TCGA-50-8460-01	TCGA-50-8460-01	0.001	0	3.274
TCGA-B8-4148-01	TCGA-B8-4148-01	0.001	0	3.271
TCGA-HW-7490-01	TCGA-HW-7490-01	0.001	0	3.265
TCGA-2L-AAQJ-01	TCGA-2L-AAQJ-01	0.001	0	3.263
TCGA-D7-A6EZ-01	TCGA-D7-A6EZ-01	0.001	0	3.26
TCGA-C8-A12Q-01	TCGA-C8-A12Q-01	0.001	0	3.259
TCGA-A4-7583-01	TCGA-A4-7583-01	0.001	0	3.256
TCGA-CW-5584-01	TCGA-CW-5584-01	0.001	0	3.256
TCGA-4V-A9QU-01	TCGA-4V-A9QU-01	0.001	0	3.251
TCGA-E9-A1N4-01	TCGA-E9-A1N4-01	0.001	0	3.25
TCGA-F5-6863-01	TCGA-F5-6863-01	0.001	0	3.25
TCGA-HC-A9TH-01	TCGA-HC-A9TH-01	0.001	0	3.242
TCGA-KM-8639-01	TCGA-KM-8639-01	0.001	0	3.242
TCGA-EJ-AB27-01	TCGA-EJ-AB27-01	0.001	0	3.227
TCGA-AO-A0JF-01	TCGA-AO-A0JF-01	0.001	0	3.208
TCGA-85-8584-01	TCGA-85-8584-01	0.001	0	3.194
TCGA-AN-A03X-01	TCGA-AN-A03X-01	0.001	0	3.192
TCGA-2G-AAGX-01	TCGA-2G-AAGX-01	0.001	0	3.18
TCGA-AA-3662-01	TCGA-AA-3662-01	0.001	0	3.168
TCGA-HT-7680-01	TCGA-HT-7680-01	0.001	0	3.152
TCGA-WS-AB45-01	TCGA-WS-AB45-01	0.001	0	3.152
TCGA-S9-A7QY-01	TCGA-S9-A7QY-01	0.001	0	3.151
TCGA-EM-A3OA-01	TCGA-EM-A3OA-01	0.001	0	3.149
TCGA-EY-A1GP-01	TCGA-EY-A1GP-01	0.001	0	3.148
TCGA-78-7156-01	TCGA-78-7156-01	0.001	0	3.144
TCGA-EM-A1YB-01	TCGA-EM-A1YB-01	0.001	0	3.143
TCGA-A7-A13H-01	TCGA-A7-A13H-01	0.001	0	3.134
TCGA-AN-A0FN-01	TCGA-AN-A0FN-01	0.001	0	3.133
TCGA-CF-A9FH-01	TCGA-CF-A9FH-01	0.001	0	3.128
TCGA-56-8623-01	TCGA-56-8623-01	0.001	0	3.126
TCGA-FE-A3PB-01	TCGA-FE-A3PB-01	0.001	0	3.123
TCGA-MW-A4EC-01	TCGA-MW-A4EC-01	0.001	0	3.108
TCGA-Z5-AAPL-01	TCGA-Z5-AAPL-01	0.001	0	3.089
TCGA-DE-A4M9-01	TCGA-DE-A4M9-01	0.001	0	3.077
TCGA-ZG-A9MC-01	TCGA-ZG-A9MC-01	0.001	0	3.077
TCGA-55-8619-01	TCGA-55-8619-01	0.001	0	3.076
TCGA-WB-A81J-01	TCGA-WB-A81J-01	0.001	0	3.067
TCGA-D8-A4Z1-01	TCGA-D8-A4Z1-01	0.001	0	3.06
TCGA-KS-A4IC-01	TCGA-KS-A4IC-01	0.001	0	3.048
TCGA-RE-A7BO-01	TCGA-RE-A7BO-01	0.001	0	3.039
TCGA-24-1552-01	TCGA-24-1552-01	0.001	0	3.034
TCGA-FG-A6J3-01	TCGA-FG-A6J3-01	0.001	0	3.032
TCGA-C5-A2M2-01	TCGA-C5-A2M2-01	0.001	0	3.029
TCGA-G9-6385-01	TCGA-G9-6385-01	0.001	0	3.023
TCGA-X6-A7WA-01	TCGA-X6-A7WA-01	0.001	0	3.023
TCGA-DJ-A3UZ-01	TCGA-DJ-A3UZ-01	0.001	0	3.022
TCGA-E2-A1IK-01	TCGA-E2-A1IK-01	0.001	0	3.02
TCGA-EW-A1P3-01	TCGA-EW-A1P3-01	0.001	0	3.014
TCGA-RD-A8MW-01	TCGA-RD-A8MW-01	0.001	0	3.014
TCGA-BK-A6W3-01	TCGA-BK-A6W3-01	0.001	0	3.011
TCGA-49-4486-01	TCGA-49-4486-01	0.001	0	2.998
TCGA-E2-A3DX-01	TCGA-E2-A3DX-01	0.001	0	2.993
TCGA-FY-A40N-01	TCGA-FY-A40N-01	0.001	0	2.986
TCGA-S7-A7WO-01	TCGA-S7-A7WO-01	0.001	0	2.967
TCGA-ZG-A8QZ-01	TCGA-ZG-A8QZ-01	0.001	0	2.956
TCGA-D3-A2JF-06	TCGA-D3-A2JF-06	0.001	0	2.949
TCGA-KS-A4I7-01	TCGA-KS-A4I7-01	0.001	0	2.949
TCGA-BT-A20Q-01	TCGA-BT-A20Q-01	0.001	0	2.943
TCGA-ZA-A8F6-01	TCGA-ZA-A8F6-01	0.001	0	2.921
TCGA-AC-A6NO-01	TCGA-AC-A6NO-01	0.001	0	2.919
TCGA-2A-AAYO-01	TCGA-2A-AAYO-01	0.001	0	2.915
TCGA-ET-A3BS-01	TCGA-ET-A3BS-01	0.001	0	2.903
TCGA-ZG-A9L2-01	TCGA-ZG-A9L2-01	0.001	0	2.903
TCGA-EM-A4FO-01	TCGA-EM-A4FO-01	0.001	0	2.901
TCGA-DJ-A2PO-01	TCGA-DJ-A2PO-01	0.001	0	2.897
TCGA-CR-6473-01	TCGA-CR-6473-01	0.001	0	2.894
TCGA-E2-A570-01	TCGA-E2-A570-01	0.001	0	2.894
TCGA-EJ-A6RC-01	TCGA-EJ-A6RC-01	0.001	0	2.884
TCGA-C5-A1MK-01	TCGA-C5-A1MK-01	0.001	0	2.866
TCGA-EM-A3O7-01	TCGA-EM-A3O7-01	0.001	0	2.86
TCGA-E8-A416-01	TCGA-E8-A416-01	0.001	0	2.842
TCGA-VP-A878-01	TCGA-VP-A878-01	0.001	0	2.84
TCGA-36-1570-01	TCGA-36-1570-01	0.001	0	2.828
TCGA-FY-A3W9-01	TCGA-FY-A3W9-01	0.001	0	2.828
TCGA-E2-A2P6-01	TCGA-E2-A2P6-01	0.001	0	2.822
TCGA-4E-A92E-01	TCGA-4E-A92E-01	0.001	0	2.801
TCGA-B9-A8YI-01	TCGA-B9-A8YI-01	0.001	0	2.799
TCGA-C5-A1MP-01	TCGA-C5-A1MP-01	0.001	0	2.799
TCGA-EL-A3CX-01	TCGA-EL-A3CX-01	0.001	0	2.785
TCGA-QQ-A8VD-01	TCGA-QQ-A8VD-01	0.001	0	2.766
TCGA-HZ-8003-01	TCGA-HZ-8003-01	0.001	0	2.764
TCGA-IR-A3LK-01	TCGA-IR-A3LK-01	0.001	0	2.759
TCGA-PC-A5DN-01	TCGA-PC-A5DN-01	0.001	0	2.755
TCGA-G4-6586-01	TCGA-G4-6586-01	0.001	0	2.727
TCGA-4V-A9QL-01	TCGA-4V-A9QL-01	0.001	0	2.687
TCGA-ZB-A96A-01	TCGA-ZB-A96A-01	0.001	0	2.683
TCGA-3G-AB0Q-01	TCGA-3G-AB0Q-01	0.001	0	2.676
TCGA-3Q-A9WF-01	TCGA-3Q-A9WF-01	0.001	0	2.676
TCGA-VP-A87E-01	TCGA-VP-A87E-01	0.001	0	2.637
TCGA-E9-A3HO-01	TCGA-E9-A3HO-01	0.001	0	2.607
TCGA-A5-AB3J-01	TCGA-A5-AB3J-01	0.001	0	2.583
TCGA-H9-A6BX-01	TCGA-H9-A6BX-01	0.001	0	2.556
TCGA-EM-A3ST-01	TCGA-EM-A3ST-01	0.001	0	2.551
TCGA-CJ-5678-01	TCGA-CJ-5678-01	0.001	0	2.549
TCGA-HC-A8CY-01	TCGA-HC-A8CY-01	0.001	0	2.544
TCGA-KC-A7F3-01	TCGA-KC-A7F3-01	0.001	0	2.541
TCGA-OL-A97C-01	TCGA-OL-A97C-01	0.001	0	2.529
TCGA-A2-A0CQ-01	TCGA-A2-A0CQ-01	0.001	0	2.526
TCGA-OR-A5JE-01	TCGA-OR-A5JE-01	0.001	0	2.521
TCGA-AJ-A8CW-01	TCGA-AJ-A8CW-01	0.001	0	2.506
TCGA-BJ-A18Y-01	TCGA-BJ-A18Y-01	0.001	0	2.478
TCGA-DK-A6AW-01	TCGA-DK-A6AW-01	0.001	0	2.454
TCGA-AJ-A8CT-01	TCGA-AJ-A8CT-01	0.001	0	2.449
TCGA-RB-A7B8-01	TCGA-RB-A7B8-01	0.001	0	2.417
TCGA-TT-A6YO-01	TCGA-TT-A6YO-01	0.001	0	2.368
TCGA-VB-A8QN-01	TCGA-VB-A8QN-01	0.001	0	2.269
TCGA-PD-A5DF-01	TCGA-PD-A5DF-01	0.001	0	2.245
TCGA-DY-A1H8-01	TCGA-DY-A1H8-01	0.001	0	2.214
TCGA-BR-6453-01	TCGA-BR-6453-01	0.001	0	2.173
TCGA-FD-A43S-01	TCGA-FD-A43S-01	0.001	0	2.148
TCGA-EY-A549-01	TCGA-EY-A549-01	0.001	0	2.135
TCGA-BJ-A45E-01	TCGA-BJ-A45E-01	0.001	0	2.011
TCGA-QQ-A5V2-01	TCGA-QQ-A5V2-01	0.001	0	1.919
TCGA-DD-AAVY-01	TCGA-DD-AAVY-01	0.001	0	1.783
TCGA-BJ-A45D-01	TCGA-BJ-A45D-01	0.001	0	1.749
TCGA-QS-A5YQ-01	TCGA-QS-A5YQ-01	0.001	0	1.745
TCGA-WT-AB41-01	TCGA-WT-AB41-01	0.001	0	1.74
TCGA-BJ-A28W-01	TCGA-BJ-A28W-01	0.001	0	1.605
TCGA-FD-A5BX-01	TCGA-FD-A5BX-01	0.001	0	1.532
TCGA-UB-AA0V-01	TCGA-UB-AA0V-01	0.001	0	1.532
TCGA-EL-A3ZQ-01	TCGA-EL-A3ZQ-01	0.001	0	1.522
TCGA-GR-A4D6-01	TCGA-GR-A4D6-01	0.001	0	1.434
TCGA-2Y-A9GT-01	TCGA-2Y-A9GT-01	0.001	0	1.276
TCGA-DD-A3A2-01	TCGA-DD-A3A2-01	0.001	0	1.158
